"id","資料集名稱","服務分類","檔案格式","下載連結","編碼格式","資料類型","資料集描述","主要欄位說明","提供機關","更新頻率","授權方式","相關網址","計費方式","資料集提供機關聯絡人","資料集提供機關聯絡人電話","發布時間","修訂時間","備註"
"20707","臺北市常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06047.xml","UTF-8","a01","臺北市民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06047.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:55","授權說明網址: http://data.gov.tw/license"
"20708","臺中市常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06048.xml","UTF-8","a01","臺中市民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06048.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:54","授權說明網址: http://data.gov.tw/license"
"20709","臺南市常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06049.xml","UTF-8","a01","臺南市民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06049.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:54","授權說明網址: http://data.gov.tw/license"
"20710","高雄市常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06050.xml","UTF-8","a01","高雄市民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06050.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:53","授權說明網址: http://data.gov.tw/license"
"20711","宜蘭縣常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06051.xml","UTF-8","a01","宜蘭縣民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06051.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:53","授權說明網址: http://data.gov.tw/license"
"20712","桃園縣常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06052.xml","UTF-8","a01","桃園縣民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06052.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:53","授權說明網址: http://data.gov.tw/license"
"20713","新竹縣常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06053.xml","UTF-8","a01","新竹縣民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06053.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:53","授權說明網址: http://data.gov.tw/license"
"20714","苗栗縣常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06054.xml","UTF-8","a01","苗栗縣民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06054.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:50","授權說明網址: http://data.gov.tw/license"
"20715","彰化縣常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06055.xml","UTF-8","a01","彰化縣民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06055.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:50","授權說明網址: http://data.gov.tw/license"
"20716","南投縣常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06056.xml","UTF-8","a01","南投縣民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06056.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:50","授權說明網址: http://data.gov.tw/license"
"20717","雲林縣常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06057.xml","UTF-8","a01","雲林縣民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06057.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:49","授權說明網址: http://data.gov.tw/license"
"20718","嘉義縣常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06058.xml","UTF-8","a01","嘉義縣民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06058.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:49","授權說明網址: http://data.gov.tw/license"
"20719","屏東縣常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06059.xml","UTF-8","a01","屏東縣民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06059.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:49","授權說明網址: http://data.gov.tw/license"
"20720","臺東縣常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06060.xml","UTF-8","a01","臺東縣民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06060.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:48","授權說明網址: http://data.gov.tw/license"
"20721","花蓮縣常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06061.xml","UTF-8","a01","花蓮縣民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06061.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:47","授權說明網址: http://data.gov.tw/license"
"20722","澎湖縣常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06062.xml","UTF-8","a01","澎湖縣民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06062.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:47","授權說明網址: http://data.gov.tw/license"
"20723","基隆市常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06063.xml","UTF-8","a01","基隆市民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06063.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:46","授權說明網址: http://data.gov.tw/license"
"20724","新竹市常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06064.xml","UTF-8","a01","新竹市民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06064.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:44","授權說明網址: http://data.gov.tw/license"
"20725","嘉義市常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06065.xml","UTF-8","a01","嘉義市民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06065.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:43","授權說明網址: http://data.gov.tw/license"
"20726","金門縣常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06066.xml","UTF-8","a01","金門縣民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06066.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:42","授權說明網址: http://data.gov.tw/license"
"20727","連江縣常住人口之年齡結構(不含外籍勞工)","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06067.xml","UTF-8","a01","連江縣民國99年人口及住宅普查常住人口之年齡結構(不含外籍勞工)按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;未滿15歲_人_Under_15_years_person;年齡_15_24歲_人_15-24_years_person;年齡_25_34歲_人_25-34_years_person;年齡_35_44歲_人_35-44_years_person;年齡_45_54歲_人_45-54_years_person;年齡_55_64歲_人_55-64_years_person;年齡_65歲以上_人_65_years_and_over_person;平均年齡_歲_Average_age_years;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06067.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/02 17:42","授權說明網址: http://data.gov.tw/license"
"20729","新北市１５歲以上常住人口之教育程度","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06068.xml","UTF-8","a01","新北市民國99年人口及住宅普查15歲以上常住人口之教育程度按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;國小及以下_人_Elementary_and_lower_person;國中_初中_人_Junior_high_person;高中_高職_人_Senior_high_and_vocational_person;大專及以上_人_Junior_college_university_and_higher_person_;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06068.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/05 19:06","授權說明網址: http://data.gov.tw/license"
"20730","臺北市１５歲以上常住人口之教育程度","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06069.xml","UTF-8","a01","臺北市民國99年人口及住宅普查15歲以上常住人口之教育程度按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;國小及以下_人_Elementary_and_lower_person;國中_初中_人_Junior_high_person;高中_高職_人_Senior_high_and_vocational_person;大專及以上_人_Junior_college_university_and_higher_person_;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06069.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/05 19:06","授權說明網址: http://data.gov.tw/license"
"20731","臺中市１５歲以上常住人口之教育程度","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06070.xml","UTF-8","a01","臺中市民國99年人口及住宅普查15歲以上常住人口之教育程度按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;國小及以下_人_Elementary_and_lower_person;國中_初中_人_Junior_high_person;高中_高職_人_Senior_high_and_vocational_person;大專及以上_人_Junior_college_university_and_higher_person_;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06070.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/05 19:06","授權說明網址: http://data.gov.tw/license"
"20732","臺南市１５歲以上常住人口之教育程度","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06071.xml","UTF-8","a01","臺南市民國99年人口及住宅普查15歲以上常住人口之教育程度按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;國小及以下_人_Elementary_and_lower_person;國中_初中_人_Junior_high_person;高中_高職_人_Senior_high_and_vocational_person;大專及以上_人_Junior_college_university_and_higher_person_;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06071.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/05 19:06","授權說明網址: http://data.gov.tw/license"
"20733","高雄市１５歲以上常住人口之教育程度","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06072.xml","UTF-8","a01","高雄市民國99年人口及住宅普查15歲以上常住人口之教育程度按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;國小及以下_人_Elementary_and_lower_person;國中_初中_人_Junior_high_person;高中_高職_人_Senior_high_and_vocational_person;大專及以上_人_Junior_college_university_and_higher_person_;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06072.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/05 19:06","授權說明網址: http://data.gov.tw/license"
"20734","宜蘭縣１５歲以上常住人口之教育程度","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06073.xml","UTF-8","a01","宜蘭縣民國99年人口及住宅普查15歲以上常住人口之教育程度按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;國小及以下_人_Elementary_and_lower_person;國中_初中_人_Junior_high_person;高中_高職_人_Senior_high_and_vocational_person;大專及以上_人_Junior_college_university_and_higher_person_;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06073.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/05 19:05","授權說明網址: http://data.gov.tw/license"
"20735","桃園縣１５歲以上常住人口之教育程度","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06074.xml","UTF-8","a01","桃園縣民國99年人口及住宅普查15歲以上常住人口之教育程度按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;國小及以下_人_Elementary_and_lower_person;國中_初中_人_Junior_high_person;高中_高職_人_Senior_high_and_vocational_person;大專及以上_人_Junior_college_university_and_higher_person_;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06074.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/05 19:05","授權說明網址: http://data.gov.tw/license"
"20736","新竹縣１５歲以上常住人口之教育程度","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06075.xml","UTF-8","a01","新竹縣民國99年人口及住宅普查15歲以上常住人口之教育程度按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;國小及以下_人_Elementary_and_lower_person;國中_初中_人_Junior_high_person;高中_高職_人_Senior_high_and_vocational_person;大專及以上_人_Junior_college_university_and_higher_person_;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06075.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/05 19:05","授權說明網址: http://data.gov.tw/license"
"20737","苗栗縣１５歲以上常住人口之教育程度","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06076.xml","UTF-8","a01","苗栗縣民國99年人口及住宅普查15歲以上常住人口之教育程度按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;國小及以下_人_Elementary_and_lower_person;國中_初中_人_Junior_high_person;高中_高職_人_Senior_high_and_vocational_person;大專及以上_人_Junior_college_university_and_higher_person_;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06076.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/05 19:05","授權說明網址: http://data.gov.tw/license"
"20738","彰化縣１５歲以上常住人口之教育程度","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06077.xml","UTF-8","a01","彰化縣民國99年人口及住宅普查15歲以上常住人口之教育程度按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;國小及以下_人_Elementary_and_lower_person;國中_初中_人_Junior_high_person;高中_高職_人_Senior_high_and_vocational_person;大專及以上_人_Junior_college_university_and_higher_person_;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06077.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/05 19:05","授權說明網址: http://data.gov.tw/license"
"20739","南投縣１５歲以上常住人口之教育程度","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06078.xml","UTF-8","a01","南投縣民國99年人口及住宅普查15歲以上常住人口之教育程度按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;國小及以下_人_Elementary_and_lower_person;國中_初中_人_Junior_high_person;高中_高職_人_Senior_high_and_vocational_person;大專及以上_人_Junior_college_university_and_higher_person_;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06078.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/05 19:04","授權說明網址: http://data.gov.tw/license"
"20740","雲林縣１５歲以上常住人口之教育程度","公共資訊","XML","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06079.xml","UTF-8","a01","雲林縣民國99年人口及住宅普查15歲以上常住人口之教育程度按性別及鄉鎮市區別發布","按性別及鄉鎮市區別分;總計_人_Grand_total_person;國小及以下_人_Elementary_and_lower_person;國中_初中_人_Junior_high_person;高中_高職_人_Senior_high_and_vocational_person;大專及以上_人_Junior_college_university_and_higher_person_;By_sex_township_city_district","行政院主計總處","每10年","政府資料開放授權條款-第1版","http://www.dgbas.gov.tw/public/data/open/Cen/Mp06079.xml","免費","吳小姐","02-23803648","2015/08/31 00:00","2017/10/05 19:04","授權說明網址: http://data.gov.tw/license"
