"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數"
"嚴重特殊傳染性肺炎","2021","18","彰化縣","溪湖鎮","M","否","55-59",1
"嚴重特殊傳染性肺炎","2021","19","台中市","西屯區","F","否","10-14",1
"嚴重特殊傳染性肺炎","2021","19","台中市","北屯區","F","否","35-39",1
"嚴重特殊傳染性肺炎","2021","19","台中市","豐原區","F","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","台中市","大里區","F","否","70+",1
"嚴重特殊傳染性肺炎","2021","19","台中市","龍井區","M","否","25-29",1
"嚴重特殊傳染性肺炎","2021","19","台中市","西屯區","M","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","台中市","北區","M","否","65-69",1
"嚴重特殊傳染性肺炎","2021","19","台中市","北屯區","M","否","70+",1
"嚴重特殊傳染性肺炎","2021","19","台中市","潭子區","M","否","70+",1
"嚴重特殊傳染性肺炎","2021","19","台北市","大同區","F","否","10-14",1
"嚴重特殊傳染性肺炎","2021","19","台北市","中山區","F","否","10-14",1
"嚴重特殊傳染性肺炎","2021","19","台北市","北投區","F","否","15-19",1
"嚴重特殊傳染性肺炎","2021","19","台北市","松山區","F","否","15-19",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","15-19",1
"嚴重特殊傳染性肺炎","2021","19","台北市","士林區","F","否","20-24",2
"嚴重特殊傳染性肺炎","2021","19","台北市","中山區","F","否","20-24",1
"嚴重特殊傳染性肺炎","2021","19","台北市","北投區","F","否","20-24",1
"嚴重特殊傳染性肺炎","2021","19","台北市","南港區","F","否","20-24",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","20-24",3
"嚴重特殊傳染性肺炎","2021","19","台北市","大安區","F","否","25-29",1
"嚴重特殊傳染性肺炎","2021","19","台北市","文山區","F","否","25-29",1
"嚴重特殊傳染性肺炎","2021","19","台北市","松山區","F","否","25-29",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","25-29",3
"嚴重特殊傳染性肺炎","2021","19","台北市","士林區","F","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","台北市","北投區","F","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","30-34",8
"嚴重特殊傳染性肺炎","2021","19","台北市","大同區","F","否","35-39",1
"嚴重特殊傳染性肺炎","2021","19","台北市","中山區","F","否","35-39",2
"嚴重特殊傳染性肺炎","2021","19","台北市","北投區","F","否","35-39",1
"嚴重特殊傳染性肺炎","2021","19","台北市","信義區","F","否","35-39",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","35-39",14
"嚴重特殊傳染性肺炎","2021","19","台北市","大安區","F","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","F","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","台北市","文山區","F","否","40-44",4
"嚴重特殊傳染性肺炎","2021","19","台北市","北投區","F","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","台北市","松山區","F","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","台北市","信義區","F","否","40-44",3
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","40-44",23
"嚴重特殊傳染性肺炎","2021","19","台北市","士林區","F","否","45-49",2
"嚴重特殊傳染性肺炎","2021","19","台北市","大同區","F","否","45-49",2
"嚴重特殊傳染性肺炎","2021","19","台北市","中山區","F","否","45-49",1
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","F","否","45-49",3
"嚴重特殊傳染性肺炎","2021","19","台北市","內湖區","F","否","45-49",2
"嚴重特殊傳染性肺炎","2021","19","台北市","北投區","F","否","45-49",2
"嚴重特殊傳染性肺炎","2021","19","台北市","信義區","F","否","45-49",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","45-49",35
"嚴重特殊傳染性肺炎","2021","19","台北市","大同區","F","否","50-54",4
"嚴重特殊傳染性肺炎","2021","19","台北市","大安區","F","否","50-54",2
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","F","否","50-54",1
"嚴重特殊傳染性肺炎","2021","19","台北市","文山區","F","否","50-54",1
"嚴重特殊傳染性肺炎","2021","19","台北市","松山區","F","否","50-54",2
"嚴重特殊傳染性肺炎","2021","19","台北市","南港區","F","否","50-54",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","50-54",56
"嚴重特殊傳染性肺炎","2021","19","台北市","大同區","F","否","55-59",2
"嚴重特殊傳染性肺炎","2021","19","台北市","大安區","F","否","55-59",2
"嚴重特殊傳染性肺炎","2021","19","台北市","中山區","F","否","55-59",2
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","F","否","55-59",1
"嚴重特殊傳染性肺炎","2021","19","台北市","文山區","F","否","55-59",1
"嚴重特殊傳染性肺炎","2021","19","台北市","松山區","F","否","55-59",1
"嚴重特殊傳染性肺炎","2021","19","台北市","南港區","F","否","55-59",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","55-59",49
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","5-9",1
"嚴重特殊傳染性肺炎","2021","19","台北市","士林區","F","否","60-64",2
"嚴重特殊傳染性肺炎","2021","19","台北市","大同區","F","否","60-64",3
"嚴重特殊傳染性肺炎","2021","19","台北市","大安區","F","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","台北市","中山區","F","否","60-64",2
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","F","否","60-64",3
"嚴重特殊傳染性肺炎","2021","19","台北市","內湖區","F","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","台北市","文山區","F","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","台北市","北投區","F","否","60-64",2
"嚴重特殊傳染性肺炎","2021","19","台北市","松山區","F","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","台北市","信義區","F","否","60-64",2
"嚴重特殊傳染性肺炎","2021","19","台北市","南港區","F","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","60-64",19
"嚴重特殊傳染性肺炎","2021","19","台北市","大同區","F","否","65-69",1
"嚴重特殊傳染性肺炎","2021","19","台北市","大安區","F","否","65-69",2
"嚴重特殊傳染性肺炎","2021","19","台北市","中山區","F","否","65-69",1
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","F","否","65-69",2
"嚴重特殊傳染性肺炎","2021","19","台北市","文山區","F","否","65-69",2
"嚴重特殊傳染性肺炎","2021","19","台北市","松山區","F","否","65-69",2
"嚴重特殊傳染性肺炎","2021","19","台北市","信義區","F","否","65-69",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","65-69",10
"嚴重特殊傳染性肺炎","2021","19","台北市","士林區","F","否","70+",2
"嚴重特殊傳染性肺炎","2021","19","台北市","大同區","F","否","70+",2
"嚴重特殊傳染性肺炎","2021","19","台北市","中山區","F","否","70+",1
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","F","否","70+",1
"嚴重特殊傳染性肺炎","2021","19","台北市","內湖區","F","否","70+",1
"嚴重特殊傳染性肺炎","2021","19","台北市","文山區","F","否","70+",3
"嚴重特殊傳染性肺炎","2021","19","台北市","松山區","F","否","70+",1
"嚴重特殊傳染性肺炎","2021","19","台北市","信義區","F","否","70+",1
"嚴重特殊傳染性肺炎","2021","19","台北市","南港區","F","否","70+",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","70+",7
"嚴重特殊傳染性肺炎","2021","19","台北市","大安區","M","否","0",1
"嚴重特殊傳染性肺炎","2021","19","台北市","大同區","M","否","10-14",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","M","否","10-14",2
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","M","否","15-19",1
"嚴重特殊傳染性肺炎","2021","19","台北市","內湖區","M","否","15-19",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","M","否","15-19",1
"嚴重特殊傳染性肺炎","2021","19","台北市","信義區","M","否","2",1
"嚴重特殊傳染性肺炎","2021","19","台北市","大安區","M","否","20-24",2
"嚴重特殊傳染性肺炎","2021","19","台北市","北投區","M","否","20-24",1
"嚴重特殊傳染性肺炎","2021","19","台北市","士林區","M","否","25-29",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","M","否","25-29",3
"嚴重特殊傳染性肺炎","2021","19","台北市","士林區","M","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","台北市","大安區","M","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","台北市","中山區","M","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","M","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","台北市","信義區","M","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","台北市","南港區","M","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","M","否","30-34",5
"嚴重特殊傳染性肺炎","2021","19","台北市","大安區","M","否","35-39",1
"嚴重特殊傳染性肺炎","2021","19","台北市","中山區","M","否","35-39",1
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","M","否","35-39",1
"嚴重特殊傳染性肺炎","2021","19","台北市","內湖區","M","否","35-39",2
"嚴重特殊傳染性肺炎","2021","19","台北市","信義區","M","否","35-39",1
"嚴重特殊傳染性肺炎","2021","19","台北市","南港區","M","否","35-39",2
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","M","否","35-39",2
"嚴重特殊傳染性肺炎","2021","19","台北市","大安區","M","否","4",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","M","否","4",1
"嚴重特殊傳染性肺炎","2021","19","台北市","中山區","M","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","M","否","40-44",2
"嚴重特殊傳染性肺炎","2021","19","台北市","北投區","M","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","台北市","松山區","M","否","40-44",4
"嚴重特殊傳染性肺炎","2021","19","台北市","信義區","M","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","台北市","南港區","M","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","M","否","40-44",7
"嚴重特殊傳染性肺炎","2021","19","台北市","大安區","M","否","45-49",2
"嚴重特殊傳染性肺炎","2021","19","台北市","文山區","M","否","45-49",1
"嚴重特殊傳染性肺炎","2021","19","台北市","南港區","M","否","45-49",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","M","否","45-49",9
"嚴重特殊傳染性肺炎","2021","19","台北市","士林區","M","否","50-54",2
"嚴重特殊傳染性肺炎","2021","19","台北市","大同區","M","否","50-54",3
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","M","否","50-54",4
"嚴重特殊傳染性肺炎","2021","19","台北市","內湖區","M","否","50-54",1
"嚴重特殊傳染性肺炎","2021","19","台北市","文山區","M","否","50-54",4
"嚴重特殊傳染性肺炎","2021","19","台北市","松山區","M","否","50-54",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","M","否","50-54",13
"嚴重特殊傳染性肺炎","2021","19","台北市","士林區","M","否","55-59",2
"嚴重特殊傳染性肺炎","2021","19","台北市","大同區","M","否","55-59",1
"嚴重特殊傳染性肺炎","2021","19","台北市","大安區","M","否","55-59",2
"嚴重特殊傳染性肺炎","2021","19","台北市","中山區","M","否","55-59",1
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","M","否","55-59",2
"嚴重特殊傳染性肺炎","2021","19","台北市","北投區","M","否","55-59",1
"嚴重特殊傳染性肺炎","2021","19","台北市","信義區","M","否","55-59",2
"嚴重特殊傳染性肺炎","2021","19","台北市","南港區","M","否","55-59",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","M","否","55-59",16
"嚴重特殊傳染性肺炎","2021","19","台北市","士林區","M","否","60-64",2
"嚴重特殊傳染性肺炎","2021","19","台北市","大同區","M","否","60-64",5
"嚴重特殊傳染性肺炎","2021","19","台北市","大安區","M","否","60-64",5
"嚴重特殊傳染性肺炎","2021","19","台北市","中山區","M","否","60-64",4
"嚴重特殊傳染性肺炎","2021","19","台北市","內湖區","M","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","台北市","松山區","M","否","60-64",2
"嚴重特殊傳染性肺炎","2021","19","台北市","南港區","M","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","M","否","60-64",18
"嚴重特殊傳染性肺炎","2021","19","台北市","士林區","M","否","65-69",2
"嚴重特殊傳染性肺炎","2021","19","台北市","大同區","M","否","65-69",4
"嚴重特殊傳染性肺炎","2021","19","台北市","大安區","M","否","65-69",1
"嚴重特殊傳染性肺炎","2021","19","台北市","中山區","M","否","65-69",2
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","M","否","65-69",2
"嚴重特殊傳染性肺炎","2021","19","台北市","內湖區","M","否","65-69",1
"嚴重特殊傳染性肺炎","2021","19","台北市","文山區","M","否","65-69",5
"嚴重特殊傳染性肺炎","2021","19","台北市","松山區","M","否","65-69",3
"嚴重特殊傳染性肺炎","2021","19","台北市","信義區","M","否","65-69",2
"嚴重特殊傳染性肺炎","2021","19","台北市","南港區","M","否","65-69",2
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","M","否","65-69",24
"嚴重特殊傳染性肺炎","2021","19","台北市","士林區","M","否","70+",3
"嚴重特殊傳染性肺炎","2021","19","台北市","大同區","M","否","70+",5
"嚴重特殊傳染性肺炎","2021","19","台北市","大安區","M","否","70+",4
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","M","否","70+",5
"嚴重特殊傳染性肺炎","2021","19","台北市","內湖區","M","否","70+",3
"嚴重特殊傳染性肺炎","2021","19","台北市","文山區","M","否","70+",9
"嚴重特殊傳染性肺炎","2021","19","台北市","北投區","M","否","70+",1
"嚴重特殊傳染性肺炎","2021","19","台北市","松山區","M","否","70+",2
"嚴重特殊傳染性肺炎","2021","19","台北市","信義區","M","否","70+",5
"嚴重特殊傳染性肺炎","2021","19","台北市","南港區","M","否","70+",3
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","M","否","70+",15
"嚴重特殊傳染性肺炎","2021","19","台南市","北區","F","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","台南市","北區","F","否","5-9",1
"嚴重特殊傳染性肺炎","2021","19","台南市","新營區","F","否","70+",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","羅東鎮","F","否","15-19",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","五結鄉","F","否","20-24",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","宜蘭市","F","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","頭城鎮","F","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","冬山鄉","F","否","35-39",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","羅東鎮","F","否","35-39",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","頭城鎮","F","否","50-54",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","宜蘭市","F","否","55-59",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","羅東鎮","F","否","55-59",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","五結鄉","F","否","60-64",2
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","礁溪鄉","F","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","蘇澳鎮","F","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","羅東鎮","M","否","2",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","宜蘭市","M","否","25-29",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","宜蘭市","M","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","礁溪鄉","M","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","五結鄉","M","否","35-39",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","壯圍鄉","M","否","35-39",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","宜蘭市","M","否","45-49",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","頭城鎮","M","否","50-54",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","五結鄉","M","否","55-59",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","冬山鄉","M","否","5-9",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","宜蘭市","M","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","冬山鄉","M","否","70+",1
"嚴重特殊傳染性肺炎","2021","19","空值","空值","F","是","25-29",5
"嚴重特殊傳染性肺炎","2021","19","空值","空值","F","是","30-34",2
"嚴重特殊傳染性肺炎","2021","19","空值","空值","F","是","35-39",2
"嚴重特殊傳染性肺炎","2021","19","空值","空值","F","是","55-59",1
"嚴重特殊傳染性肺炎","2021","19","空值","空值","M","是","15-19",2
"嚴重特殊傳染性肺炎","2021","19","空值","空值","M","是","20-24",5
"嚴重特殊傳染性肺炎","2021","19","空值","空值","M","是","25-29",11
"嚴重特殊傳染性肺炎","2021","19","空值","空值","M","是","30-34",2
"嚴重特殊傳染性肺炎","2021","19","空值","空值","M","是","35-39",2
"嚴重特殊傳染性肺炎","2021","19","空值","空值","M","是","40-44",2
"嚴重特殊傳染性肺炎","2021","19","空值","空值","M","是","55-59",2
"嚴重特殊傳染性肺炎","2021","19","空值","空值","M","是","60-64",1
"嚴重特殊傳染性肺炎","2021","19","南投縣","草屯鎮","F","否","20-24",1
"嚴重特殊傳染性肺炎","2021","19","南投縣","草屯鎮","F","否","45-49",1
"嚴重特殊傳染性肺炎","2021","19","南投縣","草屯鎮","F","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","屏東縣","鹽埔鄉","M","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","苗栗縣","後龍鎮","M","否","45-49",1
"嚴重特殊傳染性肺炎","2021","19","苗栗縣","後龍鎮","M","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","桃園區","F","否","10-14",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","中壢區","F","否","20-24",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","桃園區","F","否","25-29",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","平鎮區","F","否","30-34",2
"嚴重特殊傳染性肺炎","2021","19","桃園市","桃園區","F","否","35-39",2
"嚴重特殊傳染性肺炎","2021","19","桃園市","龜山區","F","否","35-39",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","蘆竹區","F","否","35-39",2
"嚴重特殊傳染性肺炎","2021","19","桃園市","平鎮區","F","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","龜山區","F","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","龜山區","F","否","50-54",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","桃園區","F","否","55-59",2
"嚴重特殊傳染性肺炎","2021","19","桃園市","桃園區","F","否","5-9",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","蘆竹區","F","否","5-9",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","桃園區","F","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","龜山區","F","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","蘆竹區","F","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","八德區","F","否","65-69",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","八德區","F","否","70+",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","蘆竹區","M","否","10-14",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","桃園區","M","否","20-24",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","中壢區","M","否","25-29",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","桃園區","M","否","35-39",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","龜山區","M","否","35-39",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","龜山區","M","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","桃園區","M","否","45-49",2
"嚴重特殊傳染性肺炎","2021","19","桃園市","八德區","M","否","50-54",2
"嚴重特殊傳染性肺炎","2021","19","桃園市","中壢區","M","否","50-54",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","桃園區","M","否","50-54",2
"嚴重特殊傳染性肺炎","2021","19","桃園市","蘆竹區","M","否","55-59",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","中壢區","M","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","楊梅區","M","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","龜山區","M","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","平鎮區","M","否","65-69",2
"嚴重特殊傳染性肺炎","2021","19","桃園市","桃園區","M","否","65-69",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","龍潭區","M","否","65-69",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","龜山區","M","否","65-69",2
"嚴重特殊傳染性肺炎","2021","19","桃園市","八德區","M","否","70+",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","大溪區","M","否","70+",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","平鎮區","M","否","70+",1
"嚴重特殊傳染性肺炎","2021","19","桃園市","桃園區","M","否","70+",1
"嚴重特殊傳染性肺炎","2021","19","高雄市","鼓山區","F","否","15-19",1
"嚴重特殊傳染性肺炎","2021","19","高雄市","小港區","F","否","25-29",1
"嚴重特殊傳染性肺炎","2021","19","高雄市","小港區","F","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","高雄市","前金區","M","否","50-54",1
"嚴重特殊傳染性肺炎","2021","19","高雄市","大寮區","M","否","65-69",1
"嚴重特殊傳染性肺炎","2021","19","基隆市","中山區","F","否","0",1
"嚴重特殊傳染性肺炎","2021","19","基隆市","七堵區","F","否","20-24",1
"嚴重特殊傳染性肺炎","2021","19","基隆市","中正區","F","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","基隆市","仁愛區","F","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","基隆市","安樂區","F","否","45-49",1
"嚴重特殊傳染性肺炎","2021","19","基隆市","中山區","F","否","50-54",1
"嚴重特殊傳染性肺炎","2021","19","基隆市","信義區","F","否","50-54",1
"嚴重特殊傳染性肺炎","2021","19","基隆市","中正區","F","否","55-59",1
"嚴重特殊傳染性肺炎","2021","19","基隆市","仁愛區","F","否","70+",1
"嚴重特殊傳染性肺炎","2021","19","基隆市","安樂區","M","否","15-19",1
"嚴重特殊傳染性肺炎","2021","19","基隆市","中正區","M","否","50-54",1
"嚴重特殊傳染性肺炎","2021","19","基隆市","中山區","M","否","55-59",1
"嚴重特殊傳染性肺炎","2021","19","基隆市","仁愛區","M","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","基隆市","安樂區","M","否","60-64",1
"嚴重特殊傳染性肺炎","2021","19","雲林縣","林內鄉","M","否","65-69",1
"嚴重特殊傳染性肺炎","2021","19","新北市","新店區","F","否","0",1
"嚴重特殊傳染性肺炎","2021","19","新北市","三重區","F","否","1",1
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","1",2
"嚴重特殊傳染性肺炎","2021","19","新北市","土城區","F","否","10-14",1
"嚴重特殊傳染性肺炎","2021","19","新北市","八里區","F","否","15-19",1
"嚴重特殊傳染性肺炎","2021","19","新北市","三重區","F","否","15-19",2
"嚴重特殊傳染性肺炎","2021","19","新北市","中和區","F","否","15-19",1
"嚴重特殊傳染性肺炎","2021","19","新北市","永和區","F","否","15-19",1
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","15-19",2
"嚴重特殊傳染性肺炎","2021","19","新北市","三重區","F","否","20-24",2
"嚴重特殊傳染性肺炎","2021","19","新北市","三峽區","F","否","20-24",1
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","20-24",3
"嚴重特殊傳染性肺炎","2021","19","新北市","淡水區","F","否","20-24",1
"嚴重特殊傳染性肺炎","2021","19","新北市","新莊區","F","否","20-24",1
"嚴重特殊傳染性肺炎","2021","19","新北市","樹林區","F","否","20-24",1
"嚴重特殊傳染性肺炎","2021","19","新北市","三重區","F","否","25-29",1
"嚴重特殊傳染性肺炎","2021","19","新北市","土城區","F","否","25-29",1
"嚴重特殊傳染性肺炎","2021","19","新北市","中和區","F","否","25-29",1
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","25-29",3
"嚴重特殊傳染性肺炎","2021","19","新北市","淡水區","F","否","25-29",1
"嚴重特殊傳染性肺炎","2021","19","新北市","新店區","F","否","25-29",1
"嚴重特殊傳染性肺炎","2021","19","新北市","蘆洲區","F","否","25-29",1
"嚴重特殊傳染性肺炎","2021","19","新北市","中和區","F","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","新北市","五股區","F","否","30-34",2
"嚴重特殊傳染性肺炎","2021","19","新北市","永和區","F","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","30-34",4
"嚴重特殊傳染性肺炎","2021","19","新北市","泰山區","F","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","新北市","深坑區","F","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","新北市","新店區","F","否","30-34",1
"嚴重特殊傳染性肺炎","2021","19","新北市","蘆洲區","F","否","30-34",2
"嚴重特殊傳染性肺炎","2021","19","新北市","三重區","F","否","35-39",2
"嚴重特殊傳染性肺炎","2021","19","新北市","中和區","F","否","35-39",3
"嚴重特殊傳染性肺炎","2021","19","新北市","永和區","F","否","35-39",4
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","35-39",10
"嚴重特殊傳染性肺炎","2021","19","新北市","淡水區","F","否","35-39",1
"嚴重特殊傳染性肺炎","2021","19","新北市","新莊區","F","否","35-39",4
"嚴重特殊傳染性肺炎","2021","19","新北市","中和區","F","否","4",1
"嚴重特殊傳染性肺炎","2021","19","新北市","三重區","F","否","40-44",2
"嚴重特殊傳染性肺炎","2021","19","新北市","土城區","F","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","新北市","中和區","F","否","40-44",9
"嚴重特殊傳染性肺炎","2021","19","新北市","五股區","F","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","新北市","永和區","F","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","新北市","林口區","F","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","40-44",6
"嚴重特殊傳染性肺炎","2021","19","新北市","新店區","F","否","40-44",3
"嚴重特殊傳染性肺炎","2021","19","新北市","新莊區","F","否","40-44",1
"嚴重特殊傳染性肺炎","2021","19","新北市","蘆洲區","F","否","40-44",2
"嚴重特殊傳染性肺炎","2021","19","新北市","八里區","F","否","45-49",1
"嚴重特殊傳染性肺炎","2021","19","新北市","三重區","F","否","45-49",4
"嚴重特殊傳染性肺炎","2021","19","新北市","土城區","F","否","45-49",3
"嚴重特殊傳染性肺炎","2021","19","新北市","中和區","F","否","45-49",11
"嚴重特殊傳染性肺炎","2021","19","新北市","永和區","F","否","45-49",1
"嚴重特殊傳染性肺炎","2021","19","新北市","汐止區","F","否","45-49",1
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","45-49",12
"嚴重特殊傳染性肺炎","2021","19","新北市","淡水區","F","否","45-49",1
"嚴重特殊傳染性肺炎","2021","19","新北市","新店區","F","否","45-49",1
"嚴重特殊傳染性肺炎","2021","19","新北市","新莊區","F","否","45-49",3
"嚴重特殊傳染性肺炎","2021","19","新北市","樹林區","F","否","45-49",1
