Id,CenterLatitude,CenterLongitude,AccessURL,Title,ProjectNo,ProjectName,Date,Class
03-0017P,24.26544926,121.25369904,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200617_121253699_024265449_15_000_RSImage_UAV_Ortho/,20200617_正射影像_臺中市和平區梨山里,109LL038,109年13座重要水庫集水區庫容有效維持保育減砂量目標追蹤暨治理成效評析,2020-06-17,正射影像
03-0017O,22.27753073,120.85387888,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20201016_120853879_022277531_15_000_RSImage_UAV_Ortho/,20201016_正射影像_臺東縣達仁鄉森永村,109WS009,109年度臺東分局保育治理專案管理計畫,2020-10-16,正射影像
03-0017N,22.2848299,120.83503934,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20201016_120835039_022284830_15_000_RSImage_UAV_Ortho/,20201016_正射影像_臺東縣達仁鄉安朔村,109WS009,109年度臺東分局保育治理專案管理計畫,2020-10-16,正射影像
03-0017K,22.71863062,121.02232153,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200620_121022322_022718631_15_000_RSImage_UAV_Ortho/,20200620_正射影像_臺東縣卑南鄉溫泉村,109WS009,109年度臺東分局保育治理專案管理計畫,2020-06-20,正射影像
03-0017H,22.92861218,121.11452633,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20201126_121114526_022928612_16_000_RSImage_UAV_Ortho/,20201126_正射影像_臺東縣延平鄉永康村,109WS008,109年度臺東分局土石流防災整備與緊急應變計畫,2020-11-26,正射影像
03-0017G,22.4544,120.88486974,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20201201_120884870_022454400_16_000_RSImage_UAV_Ortho/,20201201_正射影像_臺東縣達仁鄉土坂村,109WS008,109年度臺東分局土石流防災整備與緊急應變計畫,2020-12-01,正射影像
03-0017F,22.97556708,121.17953613,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20191103_121179536_022975567_15_000_RSImage_UAV_Ortho/,20201103_正射影像_臺東縣鹿野鄉瑞和村,109WS008,109年度臺東分局土石流防災整備與緊急應變計畫,2020-11-03,正射影像
03-0017E,22.36066109,120.87862864,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20191030_120878629_022360661_16_000_RSImage_UAV_Ortho/,20201030_正射影像_臺東縣大武鄉大武村,109WS008,109年度臺東分局土石流防災整備與緊急應變計畫,2020-10-30,正射影像
03-0017D,22.45579183,120.92295659,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20191030_120922957_022455792_15_000_RSImage_UAV_Ortho/,20201030_正射影像_臺東縣大武鄉大竹村,109WS008,109年度臺東分局土石流防災整備與緊急應變計畫,2020-10-30,正射影像
03-0017C,24.61725565,121.29185925,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20201017_121291859_024617256_14_000_RSImage_UAV_Ortho/,20201017_正射影像_新竹縣尖石鄉秀巒村,109LL024,109年度鎮西堡、秀巒及泰崗地區潛在大規模崩塌調查監測計畫,2020-10-17,正射影像
03-0017B,24.56981604,121.30396395,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20201017_121303964_024569816_14_000_RSImage_UAV_Ortho/,20201017_正射影像_新竹縣尖石鄉秀巒村,109LL024,109年度鎮西堡、秀巒及泰崗地區潛在大規模崩塌調查監測計畫,2020-10-17,正射影像
03-0017A,23.58260079,120.77351543,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20201112_120773515_023582601_14_000_RSImage_UAV_Ortho/,20201112_正射影像_嘉義縣阿里山鄉豐山村,109WR003,土砂災害空間資訊蒐集判釋與變遷分析,2020-11-12,正射影像
03-00176,23.58276349,120.77340622,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20201112_120773406_023582763_14_000_RSImage_UAV_Ortho/,20201112_正射影像_嘉義縣阿里山鄉豐山村,109WR003,土砂災害空間資訊蒐集判釋與變遷分析,2020-11-12,正射影像
03-00175,24.26858741,121.73242952,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20201125_121732430_024268587_14_000_RSImage_UAV_Ortho/,20201125_正射影像_花蓮縣秀林鄉和平村,109WR003,土砂災害空間資訊蒐集判釋與變遷分析,2020-11-25,正射影像
03-00174,23.34990009,120.52253094,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20201104_120522531_023349900_15_000_RSImage_UAV_Ortho/,20201104_正射影像_嘉義縣中埔鄉東興村,109LL016,109年度八寶寮大規模崩塌多尺度監測研析及治理策略擬定,2020-11-04,正射影像
03-00173,23.35069274,120.52233971,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20201007_120522340_023350693_15_000_RSImage_UAV_Ortho/,20201007_正射影像_嘉義縣中埔鄉東興村,109LL016,109年度八寶寮大規模崩塌多尺度監測研析及治理策略擬定,2020-10-07,正射影像
03-00171,23.39857716,120.65153171,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200911_120651532_023398577_15_000_RSImage_UAV_Ortho/,20200911_正射影像_嘉義縣阿里山鄉山美村,109LL017,109年度嘉義縣幼葉林、瀨頭、檨仔寮等處潛在大規模崩塌調查監測,2020-09-11,正射影像
03-00170,23.50660766,120.60135206,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200222_120601352_023506608_14_000_RSImage_UAV_Ortho/,20200222_正射影像_嘉義縣竹崎鄉文峰村,109LL017,109年度嘉義縣幼葉林、瀨頭、檨仔寮等處潛在大規模崩塌調查監測,2020-02-22,正射影像
03-0016Y,23.39931233,120.65226954,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200205_120652270_023399312_15_000_RSImage_UAV_Ortho/,20200205_正射影像_嘉義縣阿里山鄉山美村,109LL017,109年度嘉義縣幼葉林、瀨頭、檨仔寮等處潛在大規模崩塌調查監測,2020-02-05,正射影像
03-0016X,23.24513799,120.70338069,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200310_120703381_023245138_12_000_RSImage_UAV_Ortho/,20200310_正射影像_高雄市那瑪夏區瑪雅里,109LL045,旗山溪上游(錫安山、老人溪、達卡努瓦、草蘭溪、茶山)等集水區禦災能力分析與應用,2020-03-10,正射影像
03-0016V,23.76076928,120.24562353,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200703_120245624_023760769_14_000_RSImage_UAV_Ortho/,20200703_正射影像_雲林縣麥寮鄉麥津村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-03,正射影像
03-0016U,23.76077626,120.22062221,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200703_120220622_023760776_14_000_RSImage_UAV_Ortho/,20200703_正射影像_雲林縣臺西鄉蚊港村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-03,正射影像
03-0016T,23.76090652,120.20208469,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200703_120202085_023760907_14_000_RSImage_UAV_Ortho/,20200703_正射影像_雲林縣麥寮鄉海豐村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-03,正射影像
03-0016S,23.78576725,120.24562639,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200703_120245626_023785767_14_000_RSImage_UAV_Ortho/,20200703_正射影像_雲林縣麥寮鄉後安村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-03,正射影像
03-0016R,23.78577017,120.22062392,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200703_120220624_023785770_14_000_RSImage_UAV_Ortho/,20200703_正射影像_雲林縣麥寮鄉後安村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-03,正射影像
03-0016Q,23.81077019,120.24562841,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200703_120245628_023810770_14_000_RSImage_UAV_Ortho/,20200703_正射影像_雲林縣麥寮鄉中興村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-03,正射影像
03-0016P,23.80330023,120.22652531,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200703_120226525_023803300_15_000_RSImage_UAV_Ortho/,20200703_正射影像_雲林縣麥寮鄉中興村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-03,正射影像
03-0016O,23.5107624,120.24560406,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200724_120245604_023510762_14_000_RSImage_UAV_Ortho/,20200724_正射影像_嘉義縣六腳鄉六腳村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-24,正射影像
03-0016N,23.51502856,120.23849883,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200714_120238499_023515029_15_000_RSImage_UAV_Ortho/,20200714_正射影像_雲林縣水林鄉松中村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-14,正射影像
03-0016M,23.51329066,120.22054894,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200714_120220549_023513291_14_000_RSImage_UAV_Ortho/,20200714_正射影像_雲林縣水林鄉松西村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-14,正射影像
03-0016L,23.51729785,120.19546587,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200714_120195466_023517298_14_000_RSImage_UAV_Ortho/,20200714_正射影像_雲林縣水林鄉塭底村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-14,正射影像
03-0016K,23.53576109,120.24560634,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200713_120245606_023535761_14_000_RSImage_UAV_Ortho/,20200713_正射影像_嘉義縣六腳鄉永賢村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-13,正射影像
03-0016J,23.53576449,120.22060383,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200714_120220604_023535764_14_000_RSImage_UAV_Ortho/,20200714_正射影像_雲林縣水林鄉蕃薯村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-14,正射影像
03-0016I,23.53576859,120.19560575,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200714_120195606_023535769_14_000_RSImage_UAV_Ortho/,20200714_正射影像_雲林縣口湖鄉後厝村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-14,正射影像
03-0016H,23.56076459,120.24560772,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200714_120245608_023560765_14_000_RSImage_UAV_Ortho/,20200714_正射影像_雲林縣水林鄉海埔村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-14,正射影像
03-0016G,23.56076374,120.22060585,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200714_120220606_023560764_14_000_RSImage_UAV_Ortho/,20200714_正射影像_雲林縣水林鄉大山村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-14,正射影像
03-0016F,23.56076698,120.19560783,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200714_120195608_023560767_14_000_RSImage_UAV_Ortho/,20200714_正射影像_雲林縣口湖鄉梧北村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-14,正射影像
03-0016E,23.58576769,120.24561043,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200714_120245610_023585768_14_000_RSImage_UAV_Ortho/,20200714_正射影像_雲林縣水林鄉水北村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-14,正射影像
03-0016D,23.58576635,120.2206079,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200714_120220608_023585766_14_000_RSImage_UAV_Ortho/,20200714_正射影像_雲林縣水林鄉灣西村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-14,正射影像
03-0016C,23.58576539,120.19560951,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200714_120195610_023585765_14_000_RSImage_UAV_Ortho/,20200714_正射影像_雲林縣口湖鄉謝厝村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-14,正射影像
03-0016B,23.58576945,120.17061248,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200716_120170612_023585769_14_000_RSImage_UAV_Ortho/,20200716_正射影像_雲林縣口湖鄉口湖村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-16,正射影像
03-0016A,23.58584814,120.14959965,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200716_120149600_023585848_14_000_RSImage_UAV_Ortho/,20200716_正射影像_雲林縣口湖鄉港西村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-16,正射影像
03-00169,23.61076173,120.24561244,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200714_120245612_023610762_14_000_RSImage_UAV_Ortho/,20200714_正射影像_雲林縣水林鄉車港村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-14,正射影像
03-00168,23.61076907,120.22061014,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200714_120220610_023610769_14_000_RSImage_UAV_Ortho/,20200714_正射影像_雲林縣四湖鄉蔡厝村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-14,正射影像
03-00167,23.61076849,120.19561235,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200714_120195612_023610768_14_000_RSImage_UAV_Ortho/,20200714_正射影像_雲林縣口湖鄉埔北村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-14,正射影像
03-00166,23.61076804,120.17061459,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200716_120170615_023610768_14_000_RSImage_UAV_Ortho/,20200716_正射影像_雲林縣口湖鄉崙東村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-16,正射影像
03-00165,23.61078876,120.14674319,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200716_120146743_023610789_14_000_RSImage_UAV_Ortho/,20200716_正射影像_雲林縣口湖鄉崙中村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-16,正射影像
03-00164,23.63576456,120.24561447,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200715_120245614_023635765_14_000_RSImage_UAV_Ortho/,20200715_正射影像_雲林縣四湖鄉鹿場村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-15,正射影像
03-00163,23.63576316,120.22061206,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200715_120220612_023635763_14_000_RSImage_UAV_Ortho/,20200715_正射影像_雲林縣四湖鄉施湖村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-15,正射影像
03-00162,23.63577121,120.19561363,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200715_120195614_023635771_14_000_RSImage_UAV_Ortho/,20200715_正射影像_雲林縣四湖鄉羊調村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-15,正射影像
03-00161,23.63577101,120.17061657000001,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200715_120170617_023635771_14_000_RSImage_UAV_Ortho/,20200715_正射影像_雲林縣四湖鄉三姓村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-15,正射影像
03-00160,23.63584086,120.14939581,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200715_120149396_023635841_14_000_RSImage_UAV_Ortho/,20200715_正射影像_雲林縣四湖鄉萡子村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-15,正射影像
03-0015Z,23.66076758,120.24561645,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200715_120245616_023660768_14_000_RSImage_UAV_Ortho/,20200715_正射影像_雲林縣東勢鄉嘉隆村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-15,正射影像
03-0015Y,23.66076643,120.2206134,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200715_120220613_023660766_14_000_RSImage_UAV_Ortho/,20200715_正射影像_雲林縣東勢鄉程海村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-15,正射影像
03-0015X,23.66076517,120.19561642,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200715_120195616_023660765_14_000_RSImage_UAV_Ortho/,20200715_正射影像_雲林縣四湖鄉溪尾村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-15,正射影像
03-0015W,23.66076873,120.17061788,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200715_120170618_023660769_14_000_RSImage_UAV_Ortho/,20200715_正射影像_雲林縣四湖鄉崙北村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-15,正射影像
03-0015V,23.65970609,120.15131132,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200715_120151311_023659706_14_000_RSImage_UAV_Ortho/,20200715_正射影像_雲林縣四湖鄉崙北村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-15,正射影像
03-0015U,23.68576608,120.24561777,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200717_120245618_023685766_14_000_RSImage_UAV_Ortho/,20200717_正射影像_雲林縣東勢鄉龍潭村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-17,正射影像
03-0015T,23.6857686,120.2206157,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200716_120220616_023685769_14_000_RSImage_UAV_Ortho/,20200716_正射影像_雲林縣臺西鄉五榔村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-16,正射影像
03-0015S,23.68576764,120.19561801,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200716_120195618_023685768_14_000_RSImage_UAV_Ortho/,20200716_正射影像_雲林縣臺西鄉溪頂村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-16,正射影像
03-0015R,23.68578636,120.17169115,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200716_120171691_023685786_14_000_RSImage_UAV_Ortho/,20200716_正射影像_雲林縣四湖鄉林厝村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-16,正射影像
03-0015Q,23.71077133,120.22061744,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200716_120220617_023710771_14_000_RSImage_UAV_Ortho/,20200716_正射影像_雲林縣臺西鄉富琦村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-16,正射影像
03-0015P,23.71076994,120.19562015,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200716_120195620_023710770_14_000_RSImage_UAV_Ortho/,20200716_正射影像_雲林縣臺西鄉海北村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-16,正射影像
03-0015O,23.73577582,120.24562173,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200717_120245622_023735776_14_000_RSImage_UAV_Ortho/,20200717_正射影像_雲林縣東勢鄉四美村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-17,正射影像
03-0015N,23.73578295,120.22062,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200716_120220620_023735783_14_000_RSImage_UAV_Ortho/,20200716_正射影像_雲林縣臺西鄉和豐村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-16,正射影像
03-0015M,23.73587642,120.2003476,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200716_120200348_023735876_14_000_RSImage_UAV_Ortho/,20200716_正射影像_雲林縣臺西鄉和豐村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-16,正射影像
03-0015L,23.54751918,120.28465302,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200713_120284653_023547519_16_000_RSImage_UAV_Ortho/,20200713_正射影像_雲林縣北港鎮水埔里,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-13,正射影像
03-0015K,23.54008971,120.2705187,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200713_120270519_023540090_14_000_RSImage_UAV_Ortho/,20200713_正射影像_雲林縣水林鄉溪墘村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-13,正射影像
03-0015J,23.56067041,120.29048326,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200713_120290483_023560670_14_000_RSImage_UAV_Ortho/,20200713_正射影像_嘉義縣六腳鄉蘇厝村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-13,正射影像
03-0015I,23.56076574,120.27061024,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200713_120270610_023560766_14_000_RSImage_UAV_Ortho/,20200713_正射影像_雲林縣水林鄉溪墘村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-13,正射影像
03-0015H,23.58575939,120.34560839,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200724_120345608_023585759_14_000_RSImage_UAV_Ortho/,20200724_正射影像_嘉義縣新港鄉南崙村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-24,正射影像
03-0015G,23.58575602,120.32061073,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200717_120320611_023585756_14_000_RSImage_UAV_Ortho/,20200717_正射影像_雲林縣北港鎮新厝里,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-17,正射影像
03-0015F,23.58576282,120.2956134,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200724_120295613_023585763_14_000_RSImage_UAV_Ortho/,20200724_正射影像_雲林縣北港鎮新街里,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-24,正射影像
03-0015E,23.58576282,120.2956134,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200713_120295613_023585763_14_000_RSImage_UAV_Ortho/,20200713_正射影像_雲林縣北港鎮新街里,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-13,正射影像
03-0015D,23.58576038,120.27061222,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200713_120270612_023585760_14_000_RSImage_UAV_Ortho/,20200713_正射影像_雲林縣北港鎮樹腳里,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-13,正射影像
03-0015C,23.6107579,120.37061187,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200717_120370612_023610758_14_000_RSImage_UAV_Ortho/,20200717_正射影像_雲林縣大埤鄉西鎮村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-17,正射影像
03-0015B,23.61075888,120.34561045,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200716_120345610_023610759_14_000_RSImage_UAV_Ortho/,20200716_正射影像_雲林縣元長鄉內寮村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-16,正射影像
03-0015A,23.61075999,120.32061231,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200716_120320612_023610760_14_000_RSImage_UAV_Ortho/,20200716_正射影像_雲林縣元長鄉下寮村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-16,正射影像
03-00159,23.61076112,120.29561537,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200713_120295615_023610761_14_000_RSImage_UAV_Ortho/,20200713_正射影像_雲林縣北港鎮溝皂里,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-13,正射影像
03-00158,23.61076384,120.27061385,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200715_120270614_023610764_14_000_RSImage_UAV_Ortho/,20200715_正射影像_雲林縣北港鎮大北里,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-15,正射影像
03-00157,23.63576177,120.37061387,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200713_120370614_023635762_14_000_RSImage_UAV_Ortho/,20200713_正射影像_雲林縣元長鄉鹿南村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-13,正射影像
03-00156,23.63575727,120.34561283,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200713_120345613_023635757_14_000_RSImage_UAV_Ortho/,20200713_正射影像_雲林縣元長鄉卓運村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-13,正射影像
03-00155,23.63576322,120.32061479,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200713_120320615_023635763_14_000_RSImage_UAV_Ortho/,20200713_正射影像_雲林縣元長鄉頂寮村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-13,正射影像
03-00154,23.63576033,120.29561671,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200713_120295617_023635760_14_000_RSImage_UAV_Ortho/,20200713_正射影像_雲林縣元長鄉潭東村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-13,正射影像
03-00153,23.63575855,120.27062132,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200715_120270621_023635759_14_000_RSImage_UAV_Ortho/,20200715_正射影像_雲林縣四湖鄉溪底村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-15,正射影像
03-00152,23.66075545,120.39561758,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200724_120395618_023660755_14_000_RSImage_UAV_Ortho/,20200724_正射影像_雲林縣土庫鎮溪邊里,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-24,正射影像
03-00151,23.66075574,120.37061654,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200629_120370617_023660756_14_000_RSImage_UAV_Ortho/,20200629_正射影像_雲林縣土庫鎮興新里,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-06-29,正射影像
03-00150,23.66076105,120.34561439,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200701_120345614_023660761_14_000_RSImage_UAV_Ortho/,20200701_正射影像_雲林縣土庫鎮奮起里,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-01,正射影像
03-0014Z,23.660757,120.32061605,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200701_120320616_023660757_14_000_RSImage_UAV_Ortho/,20200701_正射影像_雲林縣元長鄉長北村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-01,正射影像
03-0014Y,23.66076315,120.29561922,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200701_120295619_023660763_14_000_RSImage_UAV_Ortho/,20200701_正射影像_雲林縣元長鄉合和村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-01,正射影像
03-0014X,23.6607604,120.27061847,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200715_120270618_023660760_14_000_RSImage_UAV_Ortho/,20200715_正射影像_雲林縣四湖鄉溪底村,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-07-15,正射影像
03-0014W,23.69386606,120.46179387,https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200629_120461794_023693866_15_000_RSImage_UAV_Ortho/,20200629_正射影像_雲林縣虎尾鎮興南里,109COA_INC001,109年度無人飛行載具農業應用推廣暨訓練計畫,2020-06-29,正射影像
