"Id","CenterLatitude","CenterLongitude","AccessURL","Title","ProjectNo","ProjectName","Date","Class.x","Class.y"
"03-001NX",23.49522199,121.40551957,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220610_121405520_023495222_16_000_RSImage_UAV_Ortho/","20220610_正射影像_花蓮縣瑞穗鄉鶴岡村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-06-10","正射影像",NA
"03-001NZ",23.89129026,121.60271637,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220713_121602716_023891290_17_000_RSImage_UAV_Ortho/","20220713_正射影像_花蓮縣壽豐鄉鹽寮村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-07-13","正射影像",NA
"03-001O0",23.44725207,121.34797747,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220718_121347977_023447252_15_000_RSImage_UAV_Ortho/","20220718_正射影像_花蓮縣卓溪鄉立山村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-07-18","正射影像",NA
"03-001O1",24.27351165,121.74048045,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220718_121740480_024273512_17_000_RSImage_UAV_Ortho/","20220718_正射影像_花蓮縣秀林鄉和平村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-07-18","正射影像",NA
"03-001O2",23.19701923,120.60869736,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220427_120608697_023197019_13_000_RSImage_UAV_Ortho/","20220427_正射影像_臺南市南化區關山里","111PC009","111年度臺南分局水庫集水區減砂入庫方案及保育治理專案管理計畫","2022-04-27","正射影像",NA
"03-001O3",23.16497495,120.59069651,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220211_120590697_023164975_14_000_RSImage_UAV_Ortho/","20220211_正射影像_臺南市南化區關山里","111PC009","111年度臺南分局水庫集水區減砂入庫方案及保育治理專案管理計畫","2022-02-11","正射影像",NA
"03-001O4",24.2486967,121.71869242,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220724_121718692_024248697_16_000_RSImage_UAV_Ortho/","20220724_正射影像_花蓮縣秀林鄉和平村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-07-24","正射影像",NA
"03-001O5",23.28570325,121.34303447,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220418_121343034_023285703_15_000_RSImage_UAV_Ortho/","20220418_正射影像_花蓮縣玉里鎮樂合里","111LL025","111-112年度花蓮縣富里鄉電台山T004、羅山村T005及玉里鎮安通溫泉聚落D018潛在大規模崩塌區調查監測計畫(1／2)","2022-04-18","正射影像",NA
"03-001O6",23.19180161,121.29091416,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220418_121290914_023191802_16_001_RSImage_UAV_Ortho/","20220418_正射影像_花蓮縣富里鄉羅山村","111LL025","111-112年度花蓮縣富里鄉電台山T004、羅山村T005及玉里鎮安通溫泉聚落D018潛在大規模崩塌區調查監測計畫(1／2)","2022-04-18","正射影像",NA
"03-001O7",23.34738188,121.28601903,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220729_121286019_023347382_17_000_RSImage_UAV_Ortho/","20220729_正射影像_花蓮縣卓溪鄉卓溪村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-07-29","正射影像",NA
"03-001O8",23.66101461,121.53409602,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220714_121534096_023661015_15_001_RSImage_UAV_Ortho/","20220714_正射影像_花蓮縣豐濱鄉新社村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-07-14","正射影像",NA
"03-001O9",23.69802897,121.40633949,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220803_121406339_023698029_17_001_RSImage_UAV_Ortho/","20220803_正射影像_花蓮縣萬榮鄉明利村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-08-03","正射影像",NA
"03-001OA",22.44720423,120.85753896,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220627_120857539_022447204_13_001_RSImage_UAV_Ortho/","20220627_正射影像_臺東縣達仁鄉土<U+5742>村","111WS047","臺東縣大竹溪新興橋上游集水區坡地水砂監測計畫","2022-06-27","正射影像",NA
"03-001OB",24.6182277,121.28870115,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220701_121288701_024618228_15_000_RSImage_UAV_Ortho/","20220701_正射影像_新竹縣尖石鄉秀巒村","111LL015","111-112年度鎮西堡、秀巒、泰崗及梅花等地區潛在大規模崩塌調查監測計畫(1／2)","2022-07-01","正射影像",NA
"03-001OC",23.21828661,121.24447238,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220812_121244472_023218287_16_000_RSImage_UAV_Ortho/","20220812_正射影像_花蓮縣卓溪鄉古風村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-08-12","正射影像",NA
"03-001OD",24.079984,120.754334,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20181024_120752860_024081556_15_000_RSImage_UAV_Ortho/","20181024_正射影像_臺中市太平區黃竹里","108WS026","108年度臺中分局土石流防災整備與緊急應變計畫","2018-10-24","正射影像",NA
"03-001OE",22.47587205,120.91223029,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220630_120912230_022475872_14_000_RSImage_UAV_Ortho/","20220630_正射影像_臺東縣達仁鄉台<U+5742>村","111WS069","臺東縣台<U+5742>溪及鄰近集水區近自然治理復育與永續經營策略規劃","2022-06-30","正射影像",NA
"03-001OF",23.479461,121.34411,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220818_121345467_023480526_17_000_RSImage_UAV_Ortho/","20220818_正射影像_花蓮縣瑞穗鄉舞鶴村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-08-18","正射影像",NA
"03-001OG",22.75196685101,120.74872164871,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220609_120745354_022748114_14_000_RSImage_UAV_Ortho/","20220609_正射影像_屏東縣霧臺鄉吉露村","111WS042","111年度高屏溪流域水砂觀測維護暨設置與資料加值運用計畫","2022-06-09","正射影像",NA
"03-001OH",22.879689103362,120.66894830757,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220608_120669037_022876392_14_001_RSImage_UAV_Ortho/","20220608_正射影像_高雄市茂林區茂林里","111WS042","111年度高屏溪流域水砂觀測維護暨設置與資料加值運用計畫","2022-06-08","正射影像",NA
"03-001OI",23.342636983555,120.49308886589,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220606_120498725_023343087_15_000_RSImage_UAV_Ortho/","20220606_正射影像_臺南市白河區仙草里","111WS042","111年度高屏溪流域水砂觀測維護暨設置與資料加值運用計畫","2022-06-06","正射影像",NA
"03-001OJ",24.011371,120.931507,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220704_120930809_024012375_16_001_RSImage_UAV_Ortho/","20220704_正射影像_南投縣埔里鎮一新里","111WS066","111年度集水區NbS調適策略研究計畫-南投縣樟湖溪規劃示範區","2022-07-04","正射影像",NA
"03-001OK",24.015187,120.936136,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220630_120935154_024013942_16_000_RSImage_UAV_Ortho/","20220630_正射影像_南投縣埔里鎮一新里","111WS066","111年度集水區NbS調適策略研究計畫-南投縣樟湖溪規劃示範區","2022-06-30","正射影像",NA
"03-001OL",24.00487,120.928652,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220711_120925567_024005220_15_000_RSImage_UAV_Ortho/","20220711_正射影像_南投縣埔里鎮一新里","111WS066","111年度集水區NbS調適策略研究計畫-南投縣樟湖溪規劃示範區","2022-07-11","正射影像",NA
"03-001OM",24.658346,121.3948105,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220906_121394811_024658346_16_000_RSImage_UAV_Ortho/","20220906_正射影像_桃園市復興區華陵里","111LL013","111-112年度雪霧鬧、光華、義興及上巴陵等地區潛在大規模崩塌調查監測計畫(1／2)","2022-09-06","正射影像",NA
"03-001ON",23.09408808,120.68076985,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220915_120680770_023094088_17_000_RSImage_UAV_Ortho/","20220915_正射影像_高雄市六龜區荖濃里","111000NP","非委辦計畫類","2022-09-15","正射影像",NA
"03-001OO",23.29866781,121.34138031,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220728_121341380_023298668_14_000_RSImage_UAV_Ortho/","20220728_正射影像_花蓮縣玉里鎮樂合里","111WS050","111年度花蓮分局土石流防災整備與緊急應變計畫","2022-07-28","正射影像",NA
"03-001OP",23.24901566,121.3314627,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220929_121331463_023249016_17_000_RSImage_UAV_Ortho/","20220929_正射影像_花蓮縣富里鄉東里村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-09-29","正射影像",NA
"03-001OR",23.38344342,121.37603279,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220920_121376033_023383443_15_000_RSImage_UAV_Ortho/","20220920_正射影像_花蓮縣玉里鎮觀音里","111WS050","111年度花蓮分局土石流防災整備與緊急應變計畫","2022-09-20","正射影像",NA
"03-001OS",23.38370562,121.37583846,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220921_121375838_023383706_15_000_RSImage_UAV_Ortho/","20220921_正射影像_花蓮縣玉里鎮觀音里","111PC013","111年花蓮分局保育治理專案管理規劃","2022-09-21","正射影像",NA
"03-001OT",23.31076064,121.33598874,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221007_121335989_023310761_17_000_RSImage_UAV_Ortho/","20221007_正射影像_花蓮縣玉里鎮樂合里","111PC013","111年花蓮分局保育治理專案管理規劃","2022-10-07","正射影像",NA
"03-001OU",23.42840926,121.38709745,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221007_121387097_023428409_17_000_RSImage_UAV_Ortho/","20221007_正射影像_花蓮縣玉里鎮松浦里","111PC013","111年花蓮分局保育治理專案管理規劃","2022-10-07","正射影像",NA
"03-001OV",24.61734366,121.75786752,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20170621_121757868_024617344_15_000_RSImage_UAV_Ortho/","20170621_正射影像_宜蘭縣南澳鄉東岳村","106000NP","非委辦計畫類","2017-06-21","正射影像",NA
"03-001OW",25.0564244,121.69483945,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221020_121694839_025056424_16_000_RSImage_UAV_Ortho/","20221020_正射影像_新北市汐止區東山里","111000NP","非委辦計畫類","2022-10-20","正射影像",NA
"03-001OX",24.53232775,121.52718303,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220622_121527183_024532328_14_000_RSImage_UAV_Ortho/","20220622_正射影像_宜蘭縣大同鄉太平村","111LL029","111年蘭台大規模崩塌潛勢示範區觀測科技整合研究","2022-06-22","正射影像",NA
"03-001OY",24.57271418,121.50180594,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220622_121501806_024572714_15_000_RSImage_UAV_Ortho/","20220622_正射影像_宜蘭縣大同鄉樂水村","111LL029","111年蘭台大規模崩塌潛勢示範區觀測科技整合研究","2022-06-22","正射影像",NA
"03-001OZ",25.08902227,121.72255228,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221026_121722552_025089022_16_000_RSImage_UAV_Ortho/","20221026_正射影像_基隆市七堵區長興里","111000NP","非委辦計畫類","2022-10-26","正射影像",NA
"03-001P0",23.45371623,121.3616482,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221019_121361648_023453716_17_000_RSImage_UAV_Ortho/","20221019_正射影像_花蓮縣瑞穗鄉舞鶴村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-10-19","正射影像",NA
"03-001P1",25.06005956,121.6942832,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221027_121694283_025060060_15_000_RSImage_UAV_Ortho/","20221027_正射影像_新北市汐止區東山里","111000NP","非委辦計畫類","2022-10-27","正射影像",NA
"03-001P2",23.62464659,121.52830002,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221020_121528300_023624647_17_000_RSImage_UAV_Ortho/","20221020_正射影像_花蓮縣豐濱鄉新社村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-10-20","正射影像",NA
"03-001P3",24.61791252,121.75802685,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20170706_121758027_024617913_15_000_RSImage_UAV_Ortho/","20170706_正射影像_宜蘭縣南澳鄉東岳村","106000NP","非委辦計畫類","2017-07-06","正射影像",NA
"03-001P4",24.61828548,121.75750834,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20170816_121757508_024618285_15_000_RSImage_UAV_Ortho/","20170816_正射影像_宜蘭縣南澳鄉東岳村","106000NP","非委辦計畫類","2017-08-16","正射影像",NA
"03-001P5",23.43314265,121.33207793,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221026_121332078_023433143_17_000_RSImage_UAV_Ortho/","20221026_正射影像_花蓮縣卓溪鄉立山村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-10-26","正射影像",NA
"03-001P6",24.61692321,121.75880111,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20171101_121758801_024616923_16_000_RSImage_UAV_Ortho/","20171101_正射影像_宜蘭縣南澳鄉東岳村","106000NP","非委辦計畫類","2017-11-01","正射影像",NA
"03-001P7",24.61815217,121.75928206,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20180221_121759282_024618152_15_000_RSImage_UAV_Ortho/","20180221_正射影像_宜蘭縣南澳鄉東岳村","107000NP","非委辦計畫類","2018-02-21","正射影像",NA
"03-001P8",23.46490462,121.41372718,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221026_121413727_023464905_17_000_RSImage_UAV_Ortho/","20221026_正射影像_花蓮縣玉里鎮德武里","111PC013","111年花蓮分局保育治理專案管理規劃","2022-10-26","正射影像",NA
"03-001P9",24.61784402,121.75743392,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20180316_121757434_024617844_15_000_RSImage_UAV_Ortho/","20180316_正射影像_宜蘭縣南澳鄉東岳村","107000NP","非委辦計畫類","2018-03-16","正射影像",NA
"03-001PA",23.55053191,121.39851874,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221026_121398519_023550532_17_000_RSImage_UAV_Ortho/","20221026_正射影像_花蓮縣瑞穗鄉鶴岡村","111PC013","111年花蓮分局保育治理專案管理規劃","2022-10-26","正射影像",NA
"03-001PB",23.19205118,121.29185486,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220919_121291855_023192051_16_000_RSImage_UAV_Ortho/","20220919_正射影像_花蓮縣富里鄉羅山村","111LL025","111-112年度花蓮縣富里鄉電台山T004、羅山村T005及玉里鎮安通溫泉聚落D018潛在大規模崩塌區調查監測計畫(1／2)","2022-09-19","正射影像",NA
"03-001PC",24.74277376,121.34076582,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220926_121340766_024742774_14_000_RSImage_UAV_Ortho/","20220926_正射影像_桃園市復興區高義里","111PC016","111年度石門水庫集水區減砂入庫土砂觀測分析暨調適方案追蹤評估","2022-09-26","正射影像",NA
"03-001PD",24.31197904,121.28275265,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220525_121282753_024311979_14_000_RSImage_UAV_Ortho/","20220525_正射影像_臺中市和平區平等里","111WS034","111年臺中分局水砂觀測維護設置暨水土保持構造物巡查","2022-05-25","正射影像",NA
"03-001PE",24.69405217,121.39599449,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220928_121395994_024694052_14_000_RSImage_UAV_Ortho/","20220928_正射影像_桃園市復興區華陵里","111PC016","111年度石門水庫集水區減砂入庫土砂觀測分析暨調適方案追蹤評估","2022-09-28","正射影像",NA
"03-001PF",24.31223631,121.28402292,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220929_121284023_024312236_14_000_RSImage_UAV_Ortho/","20220929_正射影像_臺中市和平區平等里","111WS034","111年臺中分局水砂觀測維護設置暨水土保持構造物巡查","2022-09-29","正射影像",NA
"03-001PG",24.69405217,121.39599449,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220929_121395994_024694052_14_000_RSImage_UAV_Ortho/","20220929_正射影像_桃園市復興區華陵里","111PC016","111年度石門水庫集水區減砂入庫土砂觀測分析暨調適方案追蹤評估","2022-09-29","正射影像",NA
"03-001PH",24.10482772,120.79388243,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220530_120793882_024104828_14_000_RSImage_UAV_Ortho/","20220530_正射影像_臺中市太平區東汴里","111WS034","111年臺中分局水砂觀測維護設置暨水土保持構造物巡查","2022-05-30","正射影像",NA
"03-001PI",24.10407136,120.79635876,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221006_120796359_024104071_14_000_RSImage_UAV_Ortho/","20221006_正射影像_臺中市太平區東汴里","111WS034","111年臺中分局水砂觀測維護設置暨水土保持構造物巡查","2022-10-06","正射影像",NA
"03-001PJ",23.38846335,121.82269238,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221111_121822692_023388463_15_000_RSImage_UAV_Ortho/",NA,"111000NP","非委辦計畫類","2022-11-11","正射影像",NA
"03-001PK",24.16754738,120.78032974,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220410_120780330_024167547_16_001_RSImage_UAV_Ortho/","20220410_正射影像_臺中市北屯區民政里","111WS034","111年臺中分局水砂觀測維護設置暨水土保持構造物巡查","2022-04-10","正射影像",NA
"03-001PL",24.16785982,120.77944688,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220508_120779447_024167860_16_000_RSImage_UAV_Ortho/","20220508_正射影像_臺中市北屯區民政里","111WS034","111年臺中分局水砂觀測維護設置暨水土保持構造物巡查","2022-05-08","正射影像",NA
"03-001PM",24.16787746,120.77940057,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220529_120779401_024167877_16_000_RSImage_UAV_Ortho/","20220529_正射影像_臺中市北屯區民政里","111WS034","111年臺中分局水砂觀測維護設置暨水土保持構造物巡查","2022-05-29","正射影像",NA
"03-001PN",24.16799563,120.77944544,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220618_120779445_024167996_16_000_RSImage_UAV_Ortho/","20220618_正射影像_臺中市北屯區民政里","111WS034","111年臺中分局水砂觀測維護設置暨水土保持構造物巡查","2022-06-18","正射影像",NA
"03-001PO",24.16746222,120.78077558,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220717_120780776_024167462_15_000_RSImage_UAV_Ortho/","20220717_正射影像_臺中市北屯區民政里","111WS034","111年臺中分局水砂觀測維護設置暨水土保持構造物巡查","2022-07-17","正射影像",NA
"03-001PP",24.16612075,120.78121258,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220918_120781213_024166121_15_000_RSImage_UAV_Ortho/","20220918_正射影像_臺中市太平區大興里","111WS034","111年臺中分局水砂觀測維護設置暨水土保持構造物巡查","2022-09-18","正射影像",NA
"03-001PQ",24.16668391,120.78163982,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221016_120781640_024166684_18_000_RSImage_UAV_Ortho/","20221016_正射影像_臺中市太平區大興里","111WS034","111年臺中分局水砂觀測維護設置暨水土保持構造物巡查","2022-10-16","正射影像",NA
"03-001PR",22.50734666,120.95713221,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220525_120957132_022507347_16_000_RSImage_UAV_Ortho/","20220525_正射影像_臺東縣太麻里鄉多良村","111WS045","111年度臺東分局土石流防災整備與緊急應變計畫","2022-05-25","正射影像",NA
"03-001PS",22.6500716,121.01837073,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220527_121018371_022650072_16_000_RSImage_UAV_Ortho/","20220527_正射影像_臺東縣太麻里鄉華源村","111WS045","111年度臺東分局土石流防災整備與緊急應變計畫","2022-05-27","正射影像",NA
"03-001PV",24.65832152,121.39515713,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220722_121395157_024658322_15_000_RSImage_UAV_Ortho/","20220722_正射影像_桃園市復興區華陵里","111LL013","111-112年度雪霧鬧、光華、義興及上巴陵等地區潛在大規模崩塌調查監測計畫(1／2)","2022-07-22","正射影像",NA
"03-001PW",22.86638489,121.08926502,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220519_121089265_022866385_15_000_RSImage_UAV_Ortho/","20220519_正射影像_臺東縣卑南鄉初鹿村","111WS045","111年度臺東分局土石流防災整備與緊急應變計畫","2022-05-19","正射影像",NA
"03-001PX",23.19281423,121.38959148,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220602_121389591_023192814_15_000_RSImage_UAV_Ortho/","20220602_正射影像_臺東縣成功鎮博愛里","111WS045","111年度臺東分局土石流防災整備與緊急應變計畫","2022-06-02","正射影像",NA
"03-001PY",22.74682021,120.74419011,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221013_120744190_022746820_14_000_RSImage_UAV_Ortho/","20221013_正射影像_屏東縣霧臺鄉吉露村","111WS042","111年度高屏溪流域水砂觀測維護暨設置與資料加值運用計畫","2022-10-13","正射影像",NA
"03-001PZ",24.68537268,121.36821871,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220927_121368219_024685373_13_000_RSImage_UAV_Ortho/","20220927_正射影像_桃園市復興區三光里","111PC016","111年度石門水庫集水區減砂入庫土砂觀測分析暨調適方案追蹤評估","2022-09-27","正射影像",NA
"03-001Q0",24.65838916,121.3951182,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220805_121395118_024658389_15_000_RSImage_UAV_Ortho/","20220805_正射影像_桃園市復興區華陵里","111LL013","111-112年度雪霧鬧、光華、義興及上巴陵等地區潛在大規模崩塌調查監測計畫(1／2)","2022-08-05","正射影像",NA
"03-001Q1",22.87634287,120.66865739,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221012_120668657_022876343_14_000_RSImage_UAV_Ortho/","20221012_正射影像_高雄市茂林區茂林里","111WS042","111年度高屏溪流域水砂觀測維護暨設置與資料加值運用計畫","2022-10-12","正射影像",NA
"03-001Q2",23.34404515,120.4884688,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221011_120488469_023344045_14_000_RSImage_UAV_Ortho/","20221011_正射影像_臺南市白河區仙草里","111WS042","111年度高屏溪流域水砂觀測維護暨設置與資料加值運用計畫","2022-10-11","正射影像",NA
"03-001Q3",24.66422579,121.37434257,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220929_121374343_024664226_14_000_RSImage_UAV_Ortho/","20220929_正射影像_桃園市復興區三光里","111PC016","111年度石門水庫集水區減砂入庫土砂觀測分析暨調適方案追蹤評估","2022-09-29","正射影像",NA
"03-001Q4",24.61777605,121.28607379,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221004_121286074_024617776_14_000_RSImage_UAV_Ortho/","20221004_正射影像_新竹縣尖石鄉秀巒村","111PC016","111年度石門水庫集水區減砂入庫土砂觀測分析暨調適方案追蹤評估","2022-10-04","正射影像",NA
"03-001Q5",24.79327027,121.3883499,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220927_121388350_024793270_14_000_RSImage_UAV_Ortho/","20220927_正射影像_桃園市復興區義盛里","111PC016","111年度石門水庫集水區減砂入庫土砂觀測分析暨調適方案追蹤評估","2022-09-27","正射影像",NA
"03-001Q6",22.7136097,120.67114432,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221012_120671144_022713610_13_000_RSImage_UAV_Ortho/","20221012_正射影像_屏東縣三地門鄉三地村","111WS042","111年度高屏溪流域水砂觀測維護暨設置與資料加值運用計畫","2022-10-12","正射影像",NA
"03-001Q8",24.67275351,121.32531685,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220929_121325317_024672754_14_000_RSImage_UAV_Ortho/","20220929_正射影像_新竹縣尖石鄉玉峰村","111PC016","111年度石門水庫集水區減砂入庫土砂觀測分析暨調適方案追蹤評估","2022-09-29","正射影像",NA
"03-001Q9",24.16487807,120.95485511,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221027_120954855_024164878_16_000_RSImage_UAV_Ortho/","20221027_正射影像_臺中市和平區博愛里","111WS034","111年臺中分局水砂觀測維護設置暨水土保持構造物巡查","2022-10-27","正射影像",NA
"03-001QA",23.79368214,121.40557372,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221021_121405574_023793682_17_000_RSImage_UAV_Ortho/","20221021_正射影像_花蓮縣萬榮鄉西林村","111WS040","111年度南投分局水土保持構造物巡查","2022-10-21","正射影像",NA
"03-001QB",23.52219286,121.19633478,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221027_121196335_023522193_17_000_RSImage_UAV_Ortho/","20221027_正射影像_花蓮縣卓溪鄉立山村","111WS040","111年度南投分局水土保持構造物巡查","2022-10-27","正射影像",NA
"03-001QC",23.52438292,121.19481452,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221027_121194815_023524383_16_000_RSImage_UAV_Ortho/","20221027_正射影像_花蓮縣卓溪鄉立山村","111WS040","111年度南投分局水土保持構造物巡查","2022-10-27","正射影像",NA
"03-001QD",23.60805125,121.31768321,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221021_121317683_023608051_17_000_RSImage_UAV_Ortho/","20221021_正射影像_花蓮縣萬榮鄉馬遠村","111WS040","111年度南投分局水土保持構造物巡查","2022-10-21","正射影像",NA
"03-001QE",23.61651539,121.33577062,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221021_121335771_023616515_16_000_RSImage_UAV_Ortho/","20221021_正射影像_花蓮縣萬榮鄉馬遠村","111WS040","111年度南投分局水土保持構造物巡查","2022-10-21","正射影像",NA
"03-001QF",23.61013869,121.3250009,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221021_121325001_023610139_18_000_RSImage_UAV_Ortho/","20221021_正射影像_花蓮縣萬榮鄉馬遠村","111WS040","111年度南投分局水土保持構造物巡查","2022-10-21","正射影像",NA
"03-001QG",23.69093597,121.32518579,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221026_121325186_023690936_17_000_RSImage_UAV_Ortho/","20221026_正射影像_花蓮縣萬榮鄉明利村","111WS040","111年度南投分局水土保持構造物巡查","2022-10-26","正射影像",NA
"03-001QH",23.68935264,121.324785,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221026_121324785_023689353_17_000_RSImage_UAV_Ortho/","20221026_正射影像_花蓮縣萬榮鄉明利村","111WS040","111年度南投分局水土保持構造物巡查","2022-10-26","正射影像",NA
"03-001QI",23.65212349,121.31523605,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221022_121315236_023652123_16_000_RSImage_UAV_Ortho/","20221022_正射影像_花蓮縣萬榮鄉馬遠村","111WS040","111年度南投分局水土保持構造物巡查","2022-10-22","正射影像",NA
"03-001QJ",23.68067305,121.32354337,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221025_121323543_023680673_17_000_RSImage_UAV_Ortho/","20221025_正射影像_花蓮縣萬榮鄉馬遠村","111WS040","111年度南投分局水土保持構造物巡查","2022-10-25","正射影像",NA
"03-001QK",23.67543646,121.32790064,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20221022_121327901_023675436_18_000_RSImage_UAV_Ortho/","20221022_正射影像_花蓮縣萬榮鄉馬遠村","111WS040","111年度南投分局水土保持構造物巡查","2022-10-22","正射影像",NA
